,acc,F1,rcl,prs,jac,loss,mcc
svm,0.5722326454033771,0.24264120922832141,0.3333333333333333,0.19074421513445905,0.19074421513445905,0.4277673545966229,0.0
xgb,0.7073170731707317,0.6365401670850505,0.606975285055841,0.699519475454912,0.4764729482542906,0.2926829268292683,0.45822866285365405
cat,0.701688555347092,0.5732557265995774,0.5462380994679333,0.696578328585845,0.4268498895159237,0.29831144465290804,0.4404758450386063
